meaning,output_VSO,output_VOS,meaning_type
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1,Verb_2 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1,Verb_3 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1,Verb_4 Animate_2 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2,Verb_1 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2,Verb_2 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2,Verb_3 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2,Verb_4 Animate_2 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1,Verb_1 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1,Verb_2 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1,Verb_3 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1,Verb_4 Animate_2 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2,Verb_1 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2,Verb_2 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2,Verb_3 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2,Verb_4 Animate_2 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_1 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1,Verb_1 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1,Verb_2 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1,Verb_3 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1,Verb_4 Animate_2 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2,Verb_1 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2,Verb_2 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2,Verb_3 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2,Verb_4 Animate_2 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1,Verb_1 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1,Verb_2 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1,Verb_3 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1,Verb_4 Animate_2 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2,Verb_1 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2,Verb_2 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2,Verb_3 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2,Verb_4 Animate_2 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_1 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1,Verb_1 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1,Verb_2 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1,Verb_3 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1,Verb_4 Animate_2 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2,Verb_1 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2,Verb_2 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2,Verb_3 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2,Verb_4 Animate_2 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1,Verb_1 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1,Verb_2 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1,Verb_3 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_4 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1,Verb_4 Animate_2 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_2,Verb_1 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2,Verb_1 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_2,Verb_2 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2,Verb_2 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_2,Verb_3 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2,Verb_3 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_2 ADPOSITION_3 ADJECTIVE_2 INANIMATE_2,Verb_4 Animate_5 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2,Verb_4 Animate_2 mk Adposition_3 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1,Verb_1 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1,Verb_2 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1,Verb_3 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1,Verb_4 Animate_3 mk Adposition_1 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2,Verb_1 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2,Verb_2 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2,Verb_3 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2,Verb_4 Animate_3 mk Adposition_1 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1,Verb_1 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1,Verb_2 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1,Verb_3 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_1,Verb_4 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1,Verb_4 Animate_3 mk Adposition_1 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_1 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2,Verb_1 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_2 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2,Verb_2 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_3 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2,Verb_3 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_1 ADJECTIVE_2 INANIMATE_2,Verb_4 Animate_5 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2,Verb_4 Animate_3 mk Adposition_1 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1,Verb_1 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1,Verb_2 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1,Verb_3 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1,Verb_4 Animate_3 mk Adposition_2 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2,Verb_1 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2,Verb_2 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2,Verb_3 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2,Verb_4 Animate_3 mk Adposition_2 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1,Verb_1 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1,Verb_2 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1,Verb_3 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_1,Verb_4 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1,Verb_4 Animate_3 mk Adposition_2 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_1 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2,Verb_1 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_2 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2,Verb_2 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_3 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2,Verb_3 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_2 ADJECTIVE_2 INANIMATE_2,Verb_4 Animate_5 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2,Verb_4 Animate_3 mk Adposition_2 Adjective_2 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1,Verb_1 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1,Verb_2 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1,Verb_3 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_1,Verb_4 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1,Verb_4 Animate_3 mk Adposition_3 Adjective_1 Inanimate_1 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_1 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2,Verb_1 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_2 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2,Verb_2 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_3 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2,Verb_3 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_4 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_1 INANIMATE_2,Verb_4 Animate_5 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2,Verb_4 Animate_3 mk Adposition_3 Adjective_1 Inanimate_2 Animate_5,initial_object_modified
VERB_1 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_1 Animate_5 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1,Verb_1 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_2 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_2 Animate_5 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1,Verb_2 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
VERB_3 ANIMATE_5 NONE NONE NONE ANIMATE_3 ADPOSITION_3 ADJECTIVE_2 INANIMATE_1,Verb_3 Animate_5 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1,Verb_3 Animate_3 mk Adposition_3 Adjective_2 Inanimate_1 Animate_5,initial_object_modified
